Date;EC;AVAL;CIB;^GSPC;COP=X
5/07/2022; 6.56 ; 2.92 ; 17.85 ; 3,831.39 ; 4,203.30 
6/07/2022; 6.37 ; 2.86 ; 17.26 ; 3,845.08 ; 4,253.01 
7/07/2022; 6.63 ; 2.86 ; 17.21 ; 3,902.62 ; 4,327.54 
8/07/2022; 6.69 ; 2.85 ; 17.59 ; 3,899.38 ; 4,379.23 
11/07/2022; 6.48 ; 2.91 ; 17.23 ; 3,854.43 ; 4,418.75 
12/07/2022; 6.41 ; 2.80 ; 16.99 ; 3,818.80 ; 4,577.13 
13/07/2022; 6.47 ; 2.77 ; 16.71 ; 3,801.78 ; 4,606.91 
14/07/2022; 6.13 ; 2.69 ; 15.78 ; 3,790.38 ; 4,533.16 
15/07/2022; 6.17 ; 2.73 ; 16.36 ; 3,863.16 ; 4,490.25 
18/07/2022; 6.31 ; 2.80 ; 16.65 ; 3,830.85 ; 4,357.25 
19/07/2022; 6.57 ; 2.84 ; 17.10 ; 3,936.69 ; 4,321.53 
20/07/2022; 6.56 ; 2.95 ; 17.40 ; 3,959.90 ; 4,315.40 
21/07/2022; 6.25 ; 2.88 ; 17.02 ; 3,998.95 ; 4,354.25 
22/07/2022; 6.01 ; 2.83 ; 17.13 ; 3,961.63 ; 4,400.64 
25/07/2022; 6.27 ; 2.86 ; 17.22 ; 3,966.84 ; 4,463.25 
26/07/2022; 6.39 ; 2.90 ; 17.16 ; 3,921.05 ; 4,466.05 
27/07/2022; 6.56 ; 2.89 ; 17.38 ; 4,023.61 ; 4,449.86 
28/07/2022; 6.69 ; 2.96 ; 17.77 ; 4,072.43 ; 4,427.89 
29/07/2022; 6.92 ; 2.95 ; 17.35 ; 4,130.29 ; 4,373.58 
1/08/2022; 6.78 ; 2.89 ; 17.20 ; 4,118.63 ; 4,285.25 
2/08/2022; 6.83 ; 2.84 ; 17.52 ; 4,091.19 ; 4,257.58 
3/08/2022; 6.81 ; 2.82 ; 17.34 ; 4,155.17 ; 4,305.71 
4/08/2022; 6.54 ; 2.80 ; 17.51 ; 4,151.94 ; 4,311.32 
5/08/2022; 6.64 ; 2.81 ; 17.93 ; 4,145.19 ; 4,304.25 
8/08/2022; 6.89 ; 2.94 ; 18.67 ; 4,140.06 ; 4,343.35 
9/08/2022; 6.94 ; 2.92 ; 18.37 ; 4,122.47 ; 4,310.49 
10/08/2022; 6.96 ; 3.00 ; 18.99 ; 4,210.24 ; 4,335.25 
11/08/2022; 7.08 ; 2.96 ; 19.17 ; 4,207.27 ; 4,270.59 
12/08/2022; 7.23 ; 2.89 ; 19.67 ; 4,280.15 ; 4,231.25 
15/08/2022; 6.94 ; 2.77 ; 19.37 ; 4,297.14 ; 4,160.26 
16/08/2022; 6.83 ; 2.77 ; 19.43 ; 4,305.20 ; 4,159.92 
17/08/2022; 6.72 ; 2.80 ; 19.11 ; 4,274.04 ; 4,237.58 
18/08/2022; 6.82 ; 2.78 ; 18.92 ; 4,283.74 ; 4,342.80 
19/08/2022; 6.70 ; 2.77 ; 18.53 ; 4,228.48 ; 4,394.92 
22/08/2022; 6.77 ; 2.68 ; 18.09 ; 4,137.99 ; 4,375.25 
23/08/2022; 7.17 ; 2.70 ; 18.02 ; 4,128.73 ; 4,398.57 
24/08/2022; 7.22 ; 2.64 ; 17.92 ; 4,140.77 ; 4,362.42 
25/08/2022; 7.21 ; 2.56 ; 18.19 ; 4,199.12 ; 4,390.58 
26/08/2022; 7.07 ; 2.56 ; 18.11 ; 4,057.66 ; 4,392.18 
29/08/2022; 7.28 ; 2.55 ; 17.82 ; 4,030.61 ; 4,399.36 
30/08/2022; 6.91 ; 2.50 ; 17.28 ; 3,986.16 ; 4,375.58 
31/08/2022; 6.64 ; 2.40 ; 16.44 ; 3,955.00 ; 4,411.92 
1/09/2022; 6.35 ; 2.38 ; 16.43 ; 3,966.85 ; 4,419.92 
2/09/2022; 6.67 ; 2.39 ; 16.91 ; 3,924.26 ; 4,478.75 
6/09/2022; 6.69 ; 2.42 ; 16.73 ; 3,908.19 ; 4,461.58 
7/09/2022; 6.69 ; 2.42 ; 16.60 ; 3,979.87 ; 4,600.00 
8/09/2022; 6.60 ; 2.33 ; 16.79 ; 4,006.18 ; 4,398.55 
9/09/2022; 6.94 ; 2.44 ; 17.20 ; 4,067.36 ; 4,396.00 
12/09/2022; 7.10 ; 2.45 ; 17.37 ; 4,110.41 ; 4,351.25 
13/09/2022; 6.96 ; 2.39 ; 16.77 ; 3,932.69 ; 4,359.50 
14/09/2022; 7.10 ; 2.34 ; 17.01 ; 3,946.01 ; 4,410.75 
15/09/2022; 6.71 ; 2.33 ; 16.77 ; 3,901.35 ; 4,390.75 
16/09/2022; 6.60 ; 2.34 ; 16.56 ; 3,873.33 ; 4,416.34 
19/09/2022; 6.70 ; 2.43 ; 16.86 ; 3,899.89 ; 4,433.45 
20/09/2022; 6.47 ; 2.39 ; 16.99 ; 3,855.93 ; 4,405.25 
21/09/2022; 6.36 ; 2.44 ; 16.84 ; 3,789.93 ; 4,424.50 
22/09/2022; 6.49 ; 2.42 ; 16.91 ; 3,757.99 ; 4,406.25 
23/09/2022; 5.92 ; 2.23 ; 16.07 ; 3,693.23 ; 4,363.35 
26/09/2022; 5.56 ; 2.14 ; 14.75 ; 3,655.04 ; 4,436.76 
27/09/2022; 5.70 ; 2.17 ; 14.93 ; 3,647.29 ; 4,539.86 
28/09/2022; 5.90 ; 2.17 ; 15.55 ; 3,719.04 ; 4,552.26 
29/09/2022; 5.91 ; 2.11 ; 15.31 ; 3,640.47 ; 4,488.26 
30/09/2022; 5.75 ; 2.03 ; 15.04 ; 3,585.62 ; 4,526.95 
3/10/2022; 6.20 ; 2.15 ; 15.96 ; 3,678.43 ; 4,608.26 
4/10/2022; 6.60 ; 2.20 ; 16.68 ; 3,790.93 ; 4,528.27 
5/10/2022; 6.56 ; 2.16 ; 16.56 ; 3,783.28 ; 4,494.76 
6/10/2022; 6.62 ; 2.10 ; 16.21 ; 3,744.52 ; 4,462.15 
7/10/2022; 6.57 ; 2.05 ; 15.96 ; 3,639.66 ; 4,611.76 
10/10/2022; 6.29 ; 2.01 ; 15.59 ; 3,612.39 ; 4,618.26 
11/10/2022; 6.12 ; 1.98 ; 15.31 ; 3,588.84 ; 4,604.28 
12/10/2022; 6.03 ; 1.95 ; 15.40 ; 3,577.03 ; 4,605.51 
13/10/2022; 6.25 ; 1.98 ; 15.75 ; 3,669.91 ; 4,606.16 
14/10/2022; 5.90 ; 1.95 ; 15.32 ; 3,583.07 ; 4,573.96 
17/10/2022; 6.05 ; 2.01 ; 15.87 ; 3,677.95 ; 4,696.26 
18/10/2022; 6.05 ; 1.97 ; 15.68 ; 3,719.98 ; 4,733.26 
19/10/2022; 6.18 ; 1.97 ; 15.48 ; 3,695.16 ; 4,760.36 
20/10/2022; 6.05 ; 1.94 ; 15.30 ; 3,665.78 ; 4,838.26 
21/10/2022; 6.16 ; 1.90 ; 15.37 ; 3,752.75 ; 4,902.25 
24/10/2022; 6.00 ; 1.89 ; 14.89 ; 3,797.34 ; 4,916.35 
25/10/2022; 5.94 ; 1.86 ; 14.82 ; 3,859.11 ; 4,988.25 
26/10/2022; 6.03 ; 1.91 ; 14.89 ; 3,830.60 ; 4,973.45 
27/10/2022; 6.20 ; 1.85 ; 15.44 ; 3,807.30 ; 4,882.32 
28/10/2022; 6.36 ; 1.84 ; 15.69 ; 3,901.06 ; 4,798.26 
31/10/2022; 6.35 ; 1.83 ; 15.66 ; 3,871.98 ; 4,833.26 
1/11/2022; 6.56 ; 1.81 ; 15.69 ; 3,856.10 ; 4,937.00 
2/11/2022; 6.40 ; 1.77 ; 15.54 ; 3,759.69 ; 5,002.25 
3/11/2022; 6.26 ; 1.74 ; 15.02 ; 3,719.89 ; 5,001.28 
4/11/2022; 6.42 ; 1.72 ; 15.32 ; 3,770.55 ; 5,067.11 
7/11/2022; 6.58 ; 1.77 ; 15.54 ; 3,806.80 ; 4,959.29 
8/11/2022; 6.58 ; 1.80 ; 15.61 ; 3,828.11 ; 5,106.00 
9/11/2022; 6.33 ; 1.82 ; 15.93 ; 3,748.57 ; 4,972.25 
10/11/2022; 6.66 ; 1.82 ; 16.38 ; 3,956.37 ; 4,894.81 
11/11/2022; 6.41 ; 1.92 ; 16.17 ; 3,992.93 ; 4,801.17 
14/11/2022; 6.69 ; 1.91 ; 15.89 ; 3,957.25 ; 4,716.70 
15/11/2022; 6.67 ; 1.91 ; 16.08 ; 3,991.73 ; 4,803.56 
16/11/2022; 6.40 ; 1.88 ; 15.71 ; 3,958.79 ; 4,843.93 
17/11/2022; 6.49 ; 1.74 ; 15.71 ; 3,946.56 ; 4,938.81 
18/11/2022; 6.37 ; 1.77 ; 15.68 ; 3,965.34 ; 4,999.17 
21/11/2022; 6.22 ; 1.79 ; 15.46 ; 3,949.94 ; 4,987.08 
22/11/2022; 6.60 ; 1.90 ; 15.98 ; 4,003.58 ; 4,946.25 
23/11/2022; 6.60 ; 1.95 ; 16.37 ; 4,027.26 ; 4,905.01 
25/11/2022; 6.72 ; 1.95 ; 16.29 ; 4,026.12 ; 4,899.81 
28/11/2022; 6.41 ; 1.84 ; 15.56 ; 3,963.94 ; 4,863.82 
29/11/2022; 6.67 ; 1.92 ; 15.77 ; 3,957.63 ; 4,833.34 
30/11/2022; 6.36 ; 1.94 ; 16.42 ; 4,080.11 ; 4,809.34 
1/12/2022; 6.22 ; 1.90 ; 16.46 ; 4,076.57 ; 4,828.30 
2/12/2022; 6.22 ; 1.92 ; 16.29 ; 4,071.70 ; 4,785.58 
5/12/2022; 5.91 ; 1.85 ; 15.53 ; 3,998.84 ; 4,771.85 
6/12/2022; 5.97 ; 1.85 ; 16.24 ; 3,941.26 ; 4,823.37 
7/12/2022; 5.98 ; 1.87 ; 15.90 ; 3,933.92 ; 4,831.01 
8/12/2022; 5.98 ; 1.87 ; 15.85 ; 3,963.51 ; 4,820.23 
9/12/2022; 5.85 ; 1.94 ; 16.36 ; 3,934.38 ; 4,820.58 
12/12/2022; 5.88 ; 1.92 ; 15.96 ; 3,990.56 ; 4,778.46 
13/12/2022; 6.05 ; 1.92 ; 16.43 ; 4,019.65 ; 4,844.13 
14/12/2022; 5.91 ; 1.92 ; 15.92 ; 3,995.32 ; 4,762.58 
15/12/2022; 5.83 ; 1.91 ; 15.98 ; 3,895.75 ; 4,776.58 
16/12/2022; 5.76 ; 1.82 ; 16.16 ; 3,852.36 ; 4,790.92 
19/12/2022; 5.91 ; 1.82 ; 15.98 ; 3,817.66 ; 4,762.96 
20/12/2022; 6.07 ; 1.90 ; 16.38 ; 3,821.62 ; 4,774.25 
21/12/2022; 6.20 ; 1.92 ; 16.99 ; 3,878.44 ; 4,763.96 
22/12/2022; 6.16 ; 1.91 ; 16.68 ; 3,822.39 ; 4,762.97 
23/12/2022; 6.46 ; 1.92 ; 17.29 ; 3,844.82 ; 4,757.25 
27/12/2022; 6.57 ; 1.96 ; 16.87 ; 3,829.25 ; 4,727.58 
28/12/2022; 6.41 ; 1.95 ; 16.98 ; 3,783.22 ; 4,761.25 
29/12/2022; 6.45 ; 1.98 ; 17.71 ; 3,849.28 ; 4,771.74 
30/12/2022; 6.74 ; 2.09 ; 18.05 ; 3,839.50 ; 4,848.13 
3/01/2023; 6.38 ; 2.01 ; 17.18 ; 3,824.14 ; 4,846.25 
4/01/2023; 6.32 ; 2.02 ; 17.64 ; 3,852.97 ; 4,860.26 
5/01/2023; 6.58 ; 1.97 ; 17.68 ; 3,808.10 ; 4,928.88 
6/01/2023; 7.06 ; 1.96 ; 18.01 ; 3,895.08 ; 4,963.43 
9/01/2023; 7.16 ; 1.94 ; 18.21 ; 3,892.09 ; 4,858.25 
10/01/2023; 7.23 ; 1.96 ; 18.19 ; 3,919.25 ; 4,848.79 
11/01/2023; 7.32 ; 1.96 ; 18.47 ; 3,969.61 ; 4,783.75 
12/01/2023; 7.44 ; 2.02 ; 18.59 ; 3,983.17 ; 4,730.75 
13/01/2023; 7.48 ; 2.03 ; 18.76 ; 3,999.09 ; 4,695.01 
17/01/2023; 7.41 ; 1.98 ; 18.43 ; 3,990.97 ; 4,688.13 
18/01/2023; 7.70 ; 2.02 ; 18.37 ; 3,928.86 ; 4,719.45 
19/01/2023; 7.68 ; 1.96 ; 18.65 ; 3,898.85 ; 4,701.73 
20/01/2023; 7.79 ; 2.06 ; 18.99 ; 3,972.61 ; 4,667.45 
23/01/2023; 7.76 ; 2.14 ; 19.19 ; 4,019.81 ; 4,646.83 
24/01/2023; 7.63 ; 2.10 ; 19.26 ; 4,016.95 ; 4,544.75 
25/01/2023; 7.59 ; 2.11 ; 19.15 ; 4,016.22 ; 4,515.13 
26/01/2023; 7.70 ; 2.10 ; 19.53 ; 4,060.43 ; 4,544.20 
27/01/2023; 7.27 ; 2.09 ; 19.23 ; 4,070.56 ; 4,519.10 
30/01/2023; 7.16 ; 2.05 ; 18.77 ; 4,017.77 ; 4,483.93 
31/01/2023; 7.34 ; 2.00 ; 19.13 ; 4,076.60 ; 4,600.43 
1/02/2023; 7.21 ; 2.05 ; 18.92 ; 4,119.21 ; 4,658.49 
2/02/2023; 6.97 ; 1.98 ; 18.38 ; 4,179.76 ; 4,605.28 
3/02/2023; 6.90 ; 2.00 ; 18.52 ; 4,136.48 ; 4,585.25 
6/02/2023; 6.97 ; 1.99 ; 18.40 ; 4,111.08 ; 4,583.46 
7/02/2023; 7.07 ; 2.01 ; 18.38 ; 4,164.00 ; 4,739.32 
8/02/2023; 7.00 ; 2.02 ; 18.42 ; 4,117.86 ; 4,745.78 
9/02/2023; 6.76 ; 1.98 ; 17.88 ; 4,081.50 ; 4,768.53 
10/02/2023; 7.05 ; 2.00 ; 17.75 ; 4,090.46 ; 4,749.13 
13/02/2023; 7.00 ; 2.01 ; 18.09 ; 4,137.29 ; 4,696.29 
14/02/2023; 6.92 ; 1.96 ; 18.04 ; 4,136.13 ; 4,813.05 
15/02/2023; 6.79 ; 1.93 ; 17.17 ; 4,147.60 ; 4,772.00 
16/02/2023; 6.87 ; 1.93 ; 17.14 ; 4,090.41 ; 4,822.19 
17/02/2023; 6.65 ; 1.93 ; 16.92 ; 4,079.09 ; 4,923.30 
21/02/2023; 6.70 ; 1.90 ; 16.30 ; 3,997.34 ; 4,909.58 
22/02/2023; 6.66 ; 1.91 ; 16.00 ; 3,991.05 ; 4,967.50 
23/02/2023; 6.90 ; 1.91 ; 16.36 ; 4,012.32 ; 4,894.43 
24/02/2023; 6.94 ; 1.91 ; 16.19 ; 3,970.04 ; 4,875.02 
27/02/2023; 7.27 ; 1.96 ; 16.55 ; 3,982.24 ; 4,808.09 
28/02/2023; 7.14 ; 1.87 ; 16.16 ; 3,970.15 ; 4,777.26 
1/03/2023; 7.34 ; 1.89 ; 16.42 ; 3,951.39 ; 4,808.00 
2/03/2023; 7.19 ; 1.94 ; 16.19 ; 3,981.35 ; 4,846.53 
3/03/2023; 7.36 ; 1.96 ; 16.76 ; 4,045.64 ; 4,818.08 
6/03/2023; 7.50 ; 2.04 ; 16.94 ; 4,048.42 ; 4,786.88 
7/03/2023; 7.25 ; 1.97 ; 16.74 ; 3,986.37 ; 4,730.26 
8/03/2023; 7.29 ; 1.97 ; 16.79 ; 3,992.01 ; 4,759.25 
9/03/2023; 7.09 ; 1.92 ; 16.39 ; 3,918.32 ; 4,749.19 
10/03/2023; 7.00 ; 1.89 ; 16.26 ; 3,861.59 ; 4,745.76 
13/03/2023; 6.69 ; 1.89 ; 15.15 ; 3,855.76 ; 4,675.84 
14/03/2023; 6.77 ; 1.87 ; 15.03 ; 3,919.29 ; 4,763.75 
15/03/2023; 6.45 ; 1.73 ; 14.08 ; 3,891.93 ; 4,742.85 
16/03/2023; 6.49 ; 1.77 ; 14.65 ; 3,960.28 ; 4,847.00 
17/03/2023; 6.37 ; 1.71 ; 14.26 ; 3,916.64 ; 4,849.25 
20/03/2023; 6.34 ; 1.69 ; 14.42 ; 3,951.57 ; 4,718.33 
21/03/2023; 6.58 ; 1.84 ; 14.77 ; 4,002.87 ; 4,815.23 
22/03/2023; 6.46 ; 1.83 ; 14.65 ; 3,936.97 ; 4,811.68 
23/03/2023; 6.23 ; 1.76 ; 14.29 ; 3,948.72 ; 4,771.25 
24/03/2023; 6.19 ; 1.80 ; 14.51 ; 3,970.99 ; 4,754.75 
27/03/2023; 6.43 ; 1.84 ; 14.98 ; 3,977.53 ; 4,752.62 
28/03/2023; 6.61 ; 1.87 ; 15.32 ; 3,971.27 ; 4,675.25 
29/03/2023; 6.66 ; 1.92 ; 15.70 ; 4,027.81 ; 4,658.53 
30/03/2023; 6.69 ; 1.90 ; 16.08 ; 4,050.83 ; 4,634.25 
31/03/2023; 6.80 ; 1.93 ; 16.38 ; 4,109.31 ; 4,643.25 
3/04/2023; 7.17 ; 1.97 ; 16.81 ; 4,124.51 ; 4,661.51 
4/04/2023; 7.11 ; 1.97 ; 16.85 ; 4,100.60 ; 4,604.69 
5/04/2023; 7.17 ; 1.94 ; 16.87 ; 4,090.38 ; 4,589.65 
6/04/2023; 7.03 ; 1.94 ; 16.92 ; 4,105.02 ; 4,583.25 
10/04/2023; 7.14 ; 1.97 ; 17.07 ; 4,109.11 ; 4,569.22 
11/04/2023; 7.41 ; 2.06 ; 17.55 ; 4,108.94 ; 4,557.50 
12/04/2023; 7.45 ; 2.07 ; 17.91 ; 4,091.95 ; 4,510.57 
13/04/2023; 7.51 ; 2.16 ; 18.44 ; 4,146.22 ; 4,449.25 
14/04/2023; 7.50 ; 2.20 ; 18.88 ; 4,137.64 ; 4,417.98 
17/04/2023; 7.45 ; 2.14 ; 18.87 ; 4,151.32 ; 4,412.53 
18/04/2023; 7.34 ; 2.16 ; 19.19 ; 4,154.87 ; 4,426.75 
19/04/2023; 7.23 ; 2.15 ; 18.57 ; 4,154.52 ; 4,487.38 
20/04/2023; 7.16 ; 2.16 ; 18.39 ; 4,129.79 ; 4,532.25 
21/04/2023; 7.15 ; 2.15 ; 18.10 ; 4,133.52 ; 4,525.15 
24/04/2023; 7.48 ; 2.19 ; 18.21 ; 4,137.04 ; 4,513.94 
25/04/2023; 6.81 ; 2.15 ; 17.46 ; 4,071.63 ; 4,474.25 
26/04/2023; 6.57 ; 2.13 ; 16.77 ; 4,055.99 ; 4,494.57 
27/04/2023; 6.46 ; 2.03 ; 15.63 ; 4,135.35 ; 4,639.25 
28/04/2023; 6.74 ; 2.05 ; 15.96 ; 4,169.48 ; 4,654.75 
1/05/2023; 6.62 ; 1.96 ; 15.39 ; 4,167.87 ; 4,694.94 
2/05/2023; 6.10 ; 1.99 ; 15.45 ; 4,119.58 ; 4,706.50 
3/05/2023; 6.08 ; 2.02 ; 15.34 ; 4,090.75 ; 4,708.73 
4/05/2023; 6.01 ; 2.05 ; 15.46 ; 4,061.22 ; 4,650.00 
5/05/2023; 6.38 ; 2.11 ; 16.28 ; 4,136.25 ; 4,603.95 
8/05/2023; 6.29 ; 2.05 ; 16.29 ; 4,138.12 ; 4,525.30 
9/05/2023; 6.32 ; 2.03 ; 15.92 ; 4,119.17 ; 4,504.75 
10/05/2023; 6.32 ; 2.02 ; 15.95 ; 4,137.64 ; 4,559.25 
11/05/2023; 6.33 ; 1.97 ; 15.75 ; 4,130.62 ; 4,548.00 
12/05/2023; 6.46 ; 1.97 ; 16.04 ; 4,124.08 ; 4,594.50 
15/05/2023; 6.40 ; 2.02 ; 16.22 ; 4,136.28 ; 4,557.03 
16/05/2023; 6.35 ; 1.91 ; 15.70 ; 4,109.90 ; 4,513.25 
17/05/2023; 6.55 ; 1.94 ; 15.72 ; 4,158.77 ; 4,535.15 
18/05/2023; 6.46 ; 1.88 ; 15.51 ; 4,198.05 ; 4,515.57 
19/05/2023; 6.51 ; 1.81 ; 15.46 ; 4,191.98 ; 4,525.25 
22/05/2023; 6.53 ; 1.81 ; 15.87 ; 4,192.63 ; 4,540.25 
23/05/2023; 6.59 ; 1.86 ; 15.80 ; 4,145.58 ; 4,526.69 
24/05/2023; 6.61 ; 1.81 ; 15.73 ; 4,115.24 ; 4,479.75 
25/05/2023; 6.40 ; 1.84 ; 15.50 ; 4,151.28 ; 4,443.25 
26/05/2023; 6.48 ; 1.80 ; 15.68 ; 4,205.45 ; 4,490.25 
30/05/2023; 6.38 ; 1.81 ; 15.48 ; 4,205.52 ; 4,436.28 
31/05/2023; 6.30 ; 1.77 ; 15.25 ; 4,179.83 ; 4,391.25 
1/06/2023; 6.54 ; 1.82 ; 16.07 ; 4,221.02 ; 4,443.25 
2/06/2023; 6.77 ; 1.89 ; 16.94 ; 4,282.37 ; 4,389.25 
5/06/2023; 6.75 ; 1.98 ; 17.23 ; 4,273.79 ; 4,349.25 
6/06/2023; 6.99 ; 2.06 ; 18.68 ; 4,283.85 ; 4,294.25 
7/06/2023; 7.15 ; 2.06 ; 18.64 ; 4,267.52 ; 4,218.75 
8/06/2023; 7.22 ; 2.06 ; 18.71 ; 4,293.93 ; 4,216.25 
9/06/2023; 7.21 ; 2.04 ; 18.73 ; 4,298.86 ; 4,187.25 
12/06/2023; 7.05 ; 2.03 ; 18.44 ; 4,338.93 ; 4,178.25 
13/06/2023; 7.08 ; 2.02 ; 18.12 ; 4,369.01 ; 4,173.25 
14/06/2023; 7.12 ; 2.00 ; 18.10 ; 4,372.59 ; 4,180.25 
15/06/2023; 7.23 ; 2.06 ; 18.37 ; 4,425.84 ; 4,175.75 
16/06/2023; 7.25 ; 2.01 ; 17.89 ; 4,409.59 ; 4,146.25 
20/06/2023; 7.16 ; 2.01 ; 17.78 ; 4,388.71 ; 4,166.25 
21/06/2023; 7.34 ; 2.00 ; 17.98 ; 4,365.69 ; 4,148.10 
22/06/2023; 7.27 ; 1.97 ; 17.61 ; 4,381.89 ; 4,152.50 
23/06/2023; 7.12 ; 1.98 ; 17.12 ; 4,348.33 ; 4,115.25 
26/06/2023; 7.25 ; 1.96 ; 17.32 ; 4,328.82 ; 4,187.25 
27/06/2023; 7.11 ; 1.96 ; 17.50 ; 4,378.41 ; 4,162.18 
28/06/2023; 7.16 ; 1.95 ; 17.80 ; 4,376.86 ; 4,164.75 
29/06/2023; 7.14 ; 1.94 ; 17.90 ; 4,396.44 ; 4,149.70 
30/06/2023; 7.11 ; 1.97 ; 17.95 ; 4,450.38 ; 4,167.85 
3/07/2023; 7.25 ; 1.99 ; 17.97 ; 4,455.59 ; 4,173.25 
5/07/2023; 7.20 ; 1.98 ; 17.76 ; 4,446.82 ; 4,156.23 
6/07/2023; 7.00 ; 1.97 ; 17.22 ; 4,411.59 ; 4,127.93 
7/07/2023; 7.18 ; 2.02 ; 17.97 ; 4,398.95 ; 4,178.25 
10/07/2023; 7.21 ; 1.99 ; 18.05 ; 4,409.53 ; 4,173.61 
11/07/2023; 7.34 ; 2.04 ; 18.23 ; 4,439.26 ; 4,158.25 
12/07/2023; 7.47 ; 1.99 ; 18.52 ; 4,472.16 ; 4,186.75 
13/07/2023; 7.59 ; 2.05 ; 19.32 ; 4,510.04 ; 4,137.64 
14/07/2023; 7.39 ; 2.09 ; 19.30 ; 4,505.42 ; 4,097.25 
17/07/2023; 7.46 ; 2.11 ; 19.69 ; 4,522.79 ; 4,057.25 
18/07/2023; 7.57 ; 2.26 ; 19.88 ; 4,554.98 ; 4,013.25 
19/07/2023; 7.61 ; 2.24 ; 20.14 ; 4,565.72 ; 4,003.53 
20/07/2023; 7.64 ; 2.21 ; 20.12 ; 4,534.87 ; 3,974.25 
21/07/2023; 7.68 ; 2.20 ; 20.13 ; 4,536.34 ; 3,977.25 
24/07/2023; 7.80 ; 2.23 ; 20.06 ; 4,554.64 ; 3,971.56 
25/07/2023; 7.84 ; 2.25 ; 19.91 ; 4,567.46 ; 3,948.63 
26/07/2023; 7.84 ; 2.23 ; 20.01 ; 4,566.75 ; 3,973.00 
27/07/2023; 7.69 ; 2.19 ; 20.03 ; 4,537.41 ; 3,947.44 
28/07/2023; 7.83 ; 2.24 ; 20.24 ; 4,582.23 ; 3,954.25 
31/07/2023; 8.13 ; 2.25 ; 20.55 ; 4,588.96 ; 3,926.29 
1/08/2023; 7.94 ; 2.22 ; 20.12 ; 4,576.73 ; 3,906.02 
2/08/2023; 7.75 ; 2.13 ; 19.24 ; 4,513.39 ; 3,968.78 
3/08/2023; 7.80 ; 2.09 ; 19.35 ; 4,501.89 ; 4,041.53 
4/08/2023; 7.92 ; 2.17 ; 19.78 ; 4,478.03 ; 4,115.56 
7/08/2023; 7.96 ; 2.27 ; 19.82 ; 4,518.44 ; 4,088.77 
8/08/2023; 8.03 ; 2.21 ; 19.68 ; 4,499.38 ; 4,027.10 
9/08/2023; 7.81 ; 2.24 ; 19.46 ; 4,467.71 ; 4,049.47 
10/08/2023; 7.94 ; 2.26 ; 19.25 ; 4,468.83 ; 4,051.72 
11/08/2023; 8.02 ; 2.24 ; 18.97 ; 4,464.05 ; 3,987.02 
14/08/2023; 7.80 ; 2.17 ; 18.66 ; 4,489.72 ; 3,963.11 
15/08/2023; 7.70 ; 2.09 ; 17.98 ; 4,437.86 ; 4,038.25 
16/08/2023; 7.71 ; 2.07 ; 18.32 ; 4,404.33 ; 4,094.70 
17/08/2023; 7.75 ; 2.03 ; 18.25 ; 4,370.36 ; 4,122.50 
18/08/2023; 7.81 ; 1.99 ; 18.27 ; 4,369.71 ; 4,096.00 
21/08/2023; 7.79 ; 2.00 ; 18.42 ; 4,399.77 ; 4,116.89 
22/08/2023; 7.80 ; 1.98 ; 18.18 ; 4,387.55 ; 4,061.31 
23/08/2023; 7.86 ; 1.92 ; 18.44 ; 4,436.01 ; 4,111.25 
24/08/2023; 7.80 ; 1.93 ; 18.29 ; 4,376.31 ; 4,092.20 
25/08/2023; 7.77 ; 1.89 ; 18.17 ; 4,405.71 ; 4,080.25 
28/08/2023; 7.92 ; 1.91 ; 18.42 ; 4,433.31 ; 4,120.35 
29/08/2023; 8.11 ; 1.98 ; 18.58 ; 4,497.63 ; 4,121.93 
30/08/2023; 8.29 ; 2.06 ; 18.40 ; 4,514.87 ; 4,108.40 
31/08/2023; 8.10 ; 2.14 ; 17.96 ; 4,507.66 ; 4,096.78 
1/09/2023; 8.18 ; 2.03 ; 18.23 ; 4,515.77 ; 4,086.80 
5/09/2023; 8.22 ; 1.93 ; 17.12 ; 4,496.83 ; 4,054.33 
6/09/2023; 8.27 ; 1.90 ; 17.01 ; 4,465.48 ; 4,084.75 
7/09/2023; 8.25 ; 1.92 ; 16.77 ; 4,451.14 ; 4,064.45 
8/09/2023; 8.34 ; 1.94 ; 17.05 ; 4,457.49 ; 4,027.03 
11/09/2023; 8.32 ; 1.99 ; 17.27 ; 4,487.46 ; 4,015.08 
12/09/2023; 8.54 ; 1.98 ; 18.01 ; 4,461.90 ; 3,985.75 
13/09/2023; 8.47 ; 2.00 ; 18.16 ; 4,467.44 ; 3,982.58 
14/09/2023; 8.70 ; 2.06 ; 18.49 ; 4,505.10 ; 3,959.75 
15/09/2023; 8.70 ; 2.15 ; 18.58 ; 4,450.32 ; 3,917.50 
18/09/2023; 8.66 ; 2.13 ; 19.05 ; 4,453.53 ; 3,928.25 
19/09/2023; 8.79 ; 2.19 ; 18.97 ; 4,443.95 ; 3,895.45 
20/09/2023; 8.95 ; 2.15 ; 18.90 ; 4,402.20 ; 3,921.75 
21/09/2023; 8.70 ; 2.09 ; 18.05 ; 4,330.00 ; 3,906.25 
22/09/2023; 8.72 ; 2.16 ; 18.46 ; 4,320.06 ; 3,941.75 
25/09/2023; 8.79 ; 2.09 ; 18.23 ; 4,337.44 ; 3,984.29 
26/09/2023; 8.44 ; 2.12 ; 17.95 ; 4,273.53 ; 4,018.83 
