Date;EC;AVAL;CIB;^GSPC;COP=X
12/04/2021; 6.81 ; 4.60 ; 18.48 ; 4,127.99 ; 3,657.75 
13/04/2021; 6.79 ; 4.64 ; 18.43 ; 4,141.59 ; 3,663.25 
14/04/2021; 6.98 ; 4.67 ; 18.77 ; 4,124.66 ; 3,667.00 
15/04/2021; 7.00 ; 4.71 ; 19.11 ; 4,170.42 ; 3,655.05 
16/04/2021; 7.03 ; 4.77 ; 19.27 ; 4,185.47 ; 3,610.25 
19/04/2021; 7.04 ; 4.63 ; 18.87 ; 4,163.26 ; 3,573.74 
20/04/2021; 6.85 ; 4.67 ; 18.43 ; 4,134.94 ; 3,625.25 
21/04/2021; 6.89 ; 4.67 ; 18.60 ; 4,173.42 ; 3,641.25 
22/04/2021; 6.83 ; 4.67 ; 18.30 ; 4,134.98 ; 3,612.25 
23/04/2021; 6.79 ; 4.65 ; 18.00 ; 4,180.17 ; 3,633.60 
26/04/2021; 6.80 ; 4.67 ; 17.94 ; 4,187.62 ; 3,626.75 
27/04/2021; 6.78 ; 4.67 ; 18.15 ; 4,186.72 ; 3,693.26 
28/04/2021; 6.97 ; 4.57 ; 17.93 ; 4,183.18 ; 3,716.00 
29/04/2021; 6.89 ; 4.53 ; 17.57 ; 4,211.47 ; 3,694.26 
30/04/2021; 6.52 ; 4.42 ; 17.04 ; 4,181.17 ; 3,713.36 
3/05/2021; 6.46 ; 4.19 ; 16.51 ; 4,192.66 ; 3,751.56 
4/05/2021; 6.40 ; 4.02 ; 16.35 ; 4,164.66 ; 3,803.20 
5/05/2021; 6.55 ; 4.08 ; 16.60 ; 4,167.59 ; 3,827.75 
6/05/2021; 6.65 ; 4.16 ; 17.14 ; 4,201.62 ; 3,849.26 
7/05/2021; 6.74 ; 4.28 ; 17.49 ; 4,232.60 ; 3,801.00 
10/05/2021; 6.99 ; 4.46 ; 18.19 ; 4,188.43 ; 3,748.26 
11/05/2021; 6.85 ; 4.39 ; 17.58 ; 4,152.10 ; 3,705.06 
12/05/2021; 6.98 ; 4.34 ; 17.25 ; 4,063.04 ; 3,710.26 
13/05/2021; 6.81 ; 4.38 ; 17.24 ; 4,112.50 ; 3,748.76 
14/05/2021; 7.16 ; 4.49 ; 18.12 ; 4,173.85 ; 3,719.36 
17/05/2021; 7.18 ; 4.37 ; 17.54 ; 4,163.29 ; 3,683.76 
18/05/2021; 7.05 ; 4.40 ; 17.54 ; 4,127.83 ; 3,683.76 
19/05/2021; 7.00 ; 4.37 ; 17.35 ; 4,115.68 ; 3,658.26 
20/05/2021; 6.86 ; 4.34 ; 17.08 ; 4,159.12 ; 3,683.20 
21/05/2021; 6.70 ; 4.39 ; 16.79 ; 4,155.86 ; 3,717.05 
24/05/2021; 6.78 ; 4.31 ; 16.77 ; 4,197.05 ; 3,745.25 
25/05/2021; 6.59 ; 4.28 ; 16.60 ; 4,188.13 ; 3,732.75 
26/05/2021; 6.51 ; 4.26 ; 16.68 ; 4,195.99 ; 3,737.75 
27/05/2021; 6.45 ; 4.50 ; 17.08 ; 4,200.88 ; 3,741.25 
28/05/2021; 6.58 ; 4.34 ; 17.09 ; 4,204.11 ; 3,719.96 
1/06/2021; 6.85 ; 4.41 ; 17.52 ; 4,202.04 ; 3,706.25 
2/06/2021; 7.05 ; 4.42 ; 17.53 ; 4,208.12 ; 3,664.55 
3/06/2021; 7.08 ; 4.50 ; 17.86 ; 4,192.85 ; 3,651.75 
4/06/2021; 7.18 ; 4.53 ; 17.76 ; 4,229.89 ; 3,659.25 
7/06/2021; 7.35 ; 4.43 ; 17.48 ; 4,226.52 ; 3,605.75 
8/06/2021; 7.32 ; 4.44 ; 17.76 ; 4,227.26 ; 3,605.75 
9/06/2021; 7.23 ; 4.42 ; 17.81 ; 4,219.55 ; 3,592.85 
10/06/2021; 7.26 ; 4.42 ; 17.81 ; 4,239.18 ; 3,587.18 
11/06/2021; 7.22 ; 4.44 ; 17.80 ; 4,247.44 ; 3,602.49 
14/06/2021; 7.24 ; 4.38 ; 17.89 ; 4,255.15 ; 3,652.75 
15/06/2021; 7.28 ; 4.39 ; 17.22 ; 4,246.59 ; 3,652.75 
16/06/2021; 7.20 ; 4.47 ; 17.22 ; 4,223.70 ; 3,696.25 
17/06/2021; 7.04 ; 4.35 ; 16.82 ; 4,221.86 ; 3,672.25 
18/06/2021; 6.99 ; 4.33 ; 16.61 ; 4,166.45 ; 3,727.25 
21/06/2021; 7.23 ; 4.29 ; 16.72 ; 4,224.79 ; 3,767.25 
22/06/2021; 7.25 ; 4.23 ; 16.34 ; 4,246.44 ; 3,758.30 
23/06/2021; 7.35 ; 4.29 ; 16.38 ; 4,241.84 ; 3,780.35 
24/06/2021; 8.09 ; 4.35 ; 16.63 ; 4,266.49 ; 3,782.30 
25/06/2021; 8.18 ; 4.44 ; 16.72 ; 4,280.70 ; 3,764.50 
28/06/2021; 8.03 ; 4.39 ; 16.49 ; 4,290.61 ; 3,726.06 
29/06/2021; 7.94 ; 4.28 ; 16.14 ; 4,291.80 ; 3,701.25 
30/06/2021; 8.05 ; 4.30 ; 16.44 ; 4,297.50 ; 3,765.75 
1/07/2021; 8.19 ; 4.27 ; 16.12 ; 4,319.94 ; 3,748.25 
2/07/2021; 8.39 ; 4.33 ; 16.98 ; 4,352.34 ; 3,776.00 
6/07/2021; 8.10 ; 4.28 ; 16.50 ; 4,343.54 ; 3,740.25 
7/07/2021; 8.02 ; 4.25 ; 16.72 ; 4,358.13 ; 3,777.75 
8/07/2021; 7.89 ; 4.24 ; 16.84 ; 4,320.82 ; 3,828.00 
9/07/2021; 7.98 ; 4.27 ; 17.29 ; 4,369.55 ; 3,839.25 
12/07/2021; 7.89 ; 4.35 ; 17.23 ; 4,384.63 ; 3,829.25 
13/07/2021; 7.82 ; 4.33 ; 17.06 ; 4,369.21 ; 3,820.35 
14/07/2021; 7.67 ; 4.32 ; 17.31 ; 4,374.30 ; 3,821.45 
15/07/2021; 7.40 ; 4.23 ; 17.29 ; 4,360.03 ; 3,792.27 
16/07/2021; 7.32 ; 4.19 ; 17.20 ; 4,327.16 ; 3,803.00 
19/07/2021; 7.04 ; 4.09 ; 16.66 ; 4,258.49 ; 3,815.85 
20/07/2021; 7.00 ; 4.14 ; 17.13 ; 4,323.06 ; 3,768.55 
21/07/2021; 7.27 ; 4.14 ; 16.83 ; 4,358.69 ; 3,833.75 
22/07/2021; 7.25 ; 4.00 ; 16.55 ; 4,367.48 ; 3,853.25 
23/07/2021; 7.20 ; 4.06 ; 16.56 ; 4,411.79 ; 3,868.45 
26/07/2021; 7.35 ; 4.05 ; 16.58 ; 4,422.30 ; 3,887.25 
27/07/2021; 7.29 ; 3.94 ; 16.55 ; 4,401.46 ; 3,909.00 
28/07/2021; 7.44 ; 3.99 ; 16.59 ; 4,400.64 ; 3,930.25 
29/07/2021; 7.58 ; 4.03 ; 16.66 ; 4,419.15 ; 3,871.75 
30/07/2021; 7.44 ; 3.95 ; 16.24 ; 4,395.26 ; 3,845.85 
2/08/2021; 7.31 ; 3.94 ; 16.28 ; 4,387.16 ; 3,876.25 
3/08/2021; 7.38 ; 3.91 ; 16.22 ; 4,423.15 ; 3,889.75 
4/08/2021; 7.22 ; 3.93 ; 16.68 ; 4,402.66 ; 3,908.00 
5/08/2021; 7.10 ; 3.92 ; 16.20 ; 4,429.10 ; 3,901.25 
6/08/2021; 7.04 ; 3.87 ; 15.93 ; 4,436.52 ; 3,916.25 
9/08/2021; 7.10 ; 3.90 ; 15.94 ; 4,432.35 ; 3,965.35 
10/08/2021; 7.24 ; 3.91 ; 16.37 ; 4,436.75 ; 3,995.60 
11/08/2021; 7.33 ; 3.92 ; 16.54 ; 4,442.41 ; 3,966.25 
12/08/2021; 7.45 ; 4.01 ; 17.35 ; 4,460.83 ; 3,940.45 
13/08/2021; 7.37 ; 4.07 ; 17.93 ; 4,468.00 ; 3,857.25 
16/08/2021; 7.17 ; 4.13 ; 18.13 ; 4,479.71 ; 3,840.45 
17/08/2021; 7.23 ; 4.17 ; 17.88 ; 4,448.08 ; 3,840.45 
18/08/2021; 7.28 ; 4.31 ; 18.63 ; 4,400.27 ; 3,878.25 
19/08/2021; 7.14 ; 4.30 ; 18.72 ; 4,405.80 ; 3,849.75 
20/08/2021; 7.21 ; 4.33 ; 18.61 ; 4,441.67 ; 3,868.65 
23/08/2021; 7.50 ; 4.37 ; 18.59 ; 4,479.53 ; 3,870.25 
24/08/2021; 7.64 ; 4.43 ; 18.69 ; 4,486.23 ; 3,880.20 
25/08/2021; 7.66 ; 4.41 ; 18.57 ; 4,496.19 ; 3,865.25 
26/08/2021; 7.48 ; 4.36 ; 18.24 ; 4,470.00 ; 3,863.75 
27/08/2021; 7.68 ; 4.41 ; 18.69 ; 4,509.37 ; 3,866.00 
30/08/2021; 7.63 ; 4.44 ; 18.86 ; 4,528.79 ; 3,827.26 
31/08/2021; 7.69 ; 4.47 ; 18.98 ; 4,522.68 ; 3,815.00 
1/09/2021; 7.60 ; 4.52 ; 19.19 ; 4,524.09 ; 3,767.40 
2/09/2021; 7.75 ; 4.57 ; 18.77 ; 4,536.95 ; 3,758.25 
3/09/2021; 7.62 ; 4.53 ; 18.81 ; 4,535.43 ; 3,793.25 
7/09/2021; 7.54 ; 4.43 ; 18.71 ; 4,520.03 ; 3,757.74 
8/09/2021; 7.43 ; 4.42 ; 18.74 ; 4,514.07 ; 3,798.25 
9/09/2021; 7.34 ; 4.42 ; 18.67 ; 4,493.28 ; 3,815.80 
10/09/2021; 7.31 ; 4.39 ; 18.69 ; 4,458.58 ; 3,841.95 
13/09/2021; 7.42 ; 4.36 ; 18.47 ; 4,468.73 ; 3,833.25 
14/09/2021; 7.32 ; 4.36 ; 18.43 ; 4,443.05 ; 3,828.85 
15/09/2021; 7.53 ; 4.42 ; 18.67 ; 4,480.70 ; 3,828.74 
16/09/2021; 7.53 ; 4.40 ; 18.61 ; 4,473.75 ; 3,813.25 
17/09/2021; 7.34 ; 4.43 ; 18.50 ; 4,432.99 ; 3,815.42 
20/09/2021; 7.21 ; 4.33 ; 18.37 ; 4,357.73 ; 3,825.75 
21/09/2021; 7.24 ; 4.28 ; 18.11 ; 4,354.19 ; 3,842.25 
22/09/2021; 7.34 ; 4.32 ; 18.27 ; 4,395.64 ; 3,835.50 
23/09/2021; 7.44 ; 4.33 ; 18.44 ; 4,448.98 ; 3,831.92 
24/09/2021; 7.29 ; 4.34 ; 18.46 ; 4,455.48 ; 3,832.25 
27/09/2021; 7.69 ; 4.36 ; 19.49 ; 4,443.11 ; 3,834.96 
28/09/2021; 7.75 ; 4.36 ; 19.46 ; 4,352.63 ; 3,839.58 
29/09/2021; 7.77 ; 4.40 ; 19.66 ; 4,359.46 ; 3,835.58 
30/09/2021; 7.91 ; 4.41 ; 19.80 ; 4,307.54 ; 3,834.25 
1/10/2021; 8.06 ; 4.48 ; 20.01 ; 4,357.04 ; 3,808.62 
4/10/2021; 8.22 ; 4.48 ; 20.01 ; 4,300.46 ; 3,788.25 
5/10/2021; 8.20 ; 4.53 ; 20.13 ; 4,345.72 ; 3,788.25 
6/10/2021; 8.16 ; 4.50 ; 19.73 ; 4,363.55 ; 3,781.75 
7/10/2021; 8.36 ; 4.57 ; 20.20 ; 4,399.76 ; 3,785.58 
8/10/2021; 8.53 ; 4.60 ; 20.32 ; 4,391.34 ; 3,770.58 
11/10/2021; 8.62 ; 4.57 ; 20.21 ; 4,361.19 ; 3,765.15 
12/10/2021; 8.61 ; 4.58 ; 20.02 ; 4,350.65 ; 3,751.25 
13/10/2021; 8.56 ; 4.57 ; 20.22 ; 4,363.80 ; 3,724.58 
14/10/2021; 8.53 ; 4.57 ; 20.75 ; 4,438.26 ; 3,738.25 
15/10/2021; 8.64 ; 4.65 ; 21.01 ; 4,471.37 ; 3,761.58 
18/10/2021; 8.51 ; 4.54 ; 20.66 ; 4,486.46 ; 3,761.92 
19/10/2021; 8.62 ; 4.57 ; 20.65 ; 4,519.63 ; 3,767.25 
20/10/2021; 8.57 ; 4.60 ; 20.64 ; 4,536.19 ; 3,765.05 
21/10/2021; 8.43 ; 4.57 ; 20.44 ; 4,549.78 ; 3,766.34 
22/10/2021; 8.44 ; 4.57 ; 20.35 ; 4,544.90 ; 3,779.25 
25/10/2021; 8.43 ; 4.55 ; 20.50 ; 4,566.48 ; 3,766.25 
26/10/2021; 8.47 ; 4.65 ; 20.81 ; 4,574.79 ; 3,765.25 
27/10/2021; 8.39 ; 4.63 ; 20.81 ; 4,551.68 ; 3,769.75 
28/10/2021; 8.40 ; 4.66 ; 20.66 ; 4,596.42 ; 3,758.25 
29/10/2021; 8.35 ; 4.62 ; 20.55 ; 4,605.38 ; 3,777.75 
1/11/2021; 8.37 ; 4.62 ; 20.79 ; 4,613.67 ; 3,758.25 
2/11/2021; 8.25 ; 4.54 ; 20.37 ; 4,630.65 ; 3,758.25 
3/11/2021; 8.25 ; 4.58 ; 20.41 ; 4,660.57 ; 3,797.25 
4/11/2021; 8.19 ; 4.44 ; 19.81 ; 4,680.06 ; 3,830.35 
5/11/2021; 8.20 ; 4.47 ; 19.67 ; 4,697.53 ; 3,870.25 
8/11/2021; 8.33 ; 4.45 ; 19.84 ; 4,701.70 ; 3,870.75 
9/11/2021; 8.37 ; 4.44 ; 19.52 ; 4,685.25 ; 3,875.25 
10/11/2021; 8.13 ; 4.34 ; 19.15 ; 4,646.71 ; 3,865.24 
11/11/2021; 8.15 ; 4.30 ; 18.92 ; 4,649.27 ; 3,875.75 
12/11/2021; 8.05 ; 4.32 ; 18.94 ; 4,682.85 ; 3,877.25 
15/11/2021; 8.01 ; 4.24 ; 18.62 ; 4,682.80 ; 3,881.05 
16/11/2021; 7.85 ; 4.19 ; 18.33 ; 4,700.90 ; 3,883.05 
17/11/2021; 7.66 ; 4.15 ; 17.96 ; 4,688.67 ; 3,893.25 
18/11/2021; 7.67 ; 4.18 ; 17.94 ; 4,704.54 ; 3,917.25 
19/11/2021; 7.45 ; 4.08 ; 17.57 ; 4,697.96 ; 3,933.25 
22/11/2021; 7.37 ; 4.00 ; 17.57 ; 4,682.94 ; 3,912.25 
23/11/2021; 7.45 ; 3.97 ; 17.52 ; 4,690.70 ; 3,924.00 
24/11/2021; 7.43 ; 3.95 ; 17.52 ; 4,701.46 ; 3,948.25 
26/11/2021; 7.06 ; 3.95 ; 17.28 ; 4,594.62 ; 3,979.25 
29/11/2021; 7.05 ; 3.97 ; 17.37 ; 4,655.27 ; 4,005.25 
30/11/2021; 7.08 ; 4.11 ; 18.22 ; 4,567.00 ; 4,033.25 
1/12/2021; 7.19 ; 4.06 ; 19.62 ; 4,513.04 ; 3,993.25 
2/12/2021; 7.40 ; 4.13 ; 20.26 ; 4,577.10 ; 3,964.81 
3/12/2021; 7.41 ; 4.18 ; 20.03 ; 4,538.43 ; 3,935.25 
6/12/2021; 7.53 ; 4.23 ; 19.82 ; 4,591.67 ; 3,890.59 
7/12/2021; 7.67 ; 4.22 ; 19.30 ; 4,686.75 ; 3,930.75 
8/12/2021; 7.78 ; 4.16 ; 18.93 ; 4,701.21 ; 3,909.23 
9/12/2021; 7.67 ; 4.16 ; 18.86 ; 4,667.45 ; 3,892.25 
10/12/2021; 7.69 ; 4.14 ; 18.82 ; 4,712.02 ; 3,857.37 
13/12/2021; 7.44 ; 4.10 ; 18.14 ; 4,668.97 ; 3,842.51 
14/12/2021; 7.22 ; 4.00 ; 17.71 ; 4,634.09 ; 3,884.75 
15/12/2021; 7.16 ; 3.97 ; 17.98 ; 4,709.85 ; 3,926.74 
16/12/2021; 7.17 ; 4.11 ; 18.77 ; 4,668.67 ; 3,998.55 
17/12/2021; 7.24 ; 4.03 ; 18.48 ; 4,620.64 ; 4,017.05 
20/12/2021; 7.07 ; 3.93 ; 18.09 ; 4,568.02 ; 4,002.31 
21/12/2021; 7.16 ; 4.01 ; 17.86 ; 4,649.23 ; 4,004.75 
22/12/2021; 7.30 ; 3.99 ; 17.90 ; 4,696.56 ; 4,000.15 
23/12/2021; 7.23 ; 4.03 ; 17.95 ; 4,725.79 ; 3,998.24 
27/12/2021; 7.42 ; 4.04 ; 18.11 ; 4,791.19 ; 3,989.75 
28/12/2021; 7.39 ; 4.03 ; 18.27 ; 4,786.35 ; 3,995.08 
29/12/2021; 7.29 ; 4.00 ; 18.12 ; 4,793.06 ; 4,007.42 
30/12/2021; 7.17 ; 4.00 ; 18.12 ; 4,778.73 ; 4,036.12 
31/12/2021; 7.10 ; 3.95 ; 18.10 ; 4,766.18 ; 4,068.25 
3/01/2022; 7.38 ; 3.97 ; 18.13 ; 4,796.56 ; 4,063.58 
4/01/2022; 7.37 ; 4.01 ; 18.02 ; 4,793.54 ; 4,063.08 
5/01/2022; 7.21 ; 3.99 ; 17.74 ; 4,700.58 ; 4,078.55 
6/01/2022; 7.16 ; 3.97 ; 17.51 ; 4,696.05 ; 4,026.92 
7/01/2022; 7.36 ; 3.95 ; 17.54 ; 4,677.03 ; 4,030.92 
10/01/2022; 7.17 ; 3.94 ; 17.44 ; 4,670.29 ; 3,970.70 
11/01/2022; 7.59 ; 4.02 ; 18.06 ; 4,713.07 ; 4,048.29 
12/01/2022; 7.68 ; 4.07 ; 18.67 ; 4,726.35 ; 3,993.19 
13/01/2022; 7.75 ; 4.18 ; 19.29 ; 4,659.03 ; 3,977.42 
14/01/2022; 7.79 ; 4.17 ; 19.06 ; 4,662.85 ; 3,965.35 
18/01/2022; 8.17 ; 4.33 ; 20.36 ; 4,577.11 ; 4,005.21 
19/01/2022; 8.23 ; 4.38 ; 20.68 ; 4,532.76 ; 4,035.55 
20/01/2022; 8.02 ; 4.34 ; 20.14 ; 4,482.73 ; 3,992.32 
21/01/2022; 7.93 ; 4.31 ; 20.08 ; 4,397.94 ; 3,973.75 
24/01/2022; 7.79 ; 4.23 ; 19.81 ; 4,410.13 ; 3,954.71 
25/01/2022; 8.08 ; 4.26 ; 20.08 ; 4,356.45 ; 3,974.08 
26/01/2022; 8.11 ; 4.38 ; 19.98 ; 4,349.93 ; 3,966.40 
27/01/2022; 8.05 ; 4.33 ; 19.74 ; 4,326.51 ; 3,928.25 
28/01/2022; 8.07 ; 4.36 ; 20.38 ; 4,431.85 ; 3,961.26 
31/01/2022; 8.12 ; 4.42 ; 20.39 ; 4,515.55 ; 3,912.50 
1/02/2022; 8.11 ; 4.30 ; 20.23 ; 4,546.54 ; 3,941.27 
2/02/2022; 8.10 ; 4.35 ; 20.40 ; 4,589.38 ; 3,922.09 
3/02/2022; 7.93 ; 4.32 ; 20.36 ; 4,477.44 ; 3,931.93 
4/02/2022; 8.12 ; 4.29 ; 20.30 ; 4,500.53 ; 3,952.87 
7/02/2022; 8.17 ; 4.28 ; 20.59 ; 4,483.87 ; 3,954.79 
8/02/2022; 8.09 ; 4.28 ; 20.36 ; 4,521.54 ; 3,963.49 
9/02/2022; 8.09 ; 4.21 ; 20.17 ; 4,587.18 ; 3,952.13 
10/02/2022; 8.03 ; 4.22 ; 19.77 ; 4,504.08 ; 3,933.40 
11/02/2022; 8.33 ; 4.22 ; 19.22 ; 4,418.64 ; 3,917.09 
14/02/2022; 8.21 ; 4.14 ; 19.41 ; 4,401.67 ; 3,895.66 
15/02/2022; 8.15 ; 4.19 ; 19.49 ; 4,471.07 ; 3,942.67 
16/02/2022; 8.44 ; 4.25 ; 19.86 ; 4,475.01 ; 3,948.58 
17/02/2022; 8.45 ; 4.22 ; 19.72 ; 4,380.26 ; 3,962.69 
18/02/2022; 8.35 ; 4.21 ; 19.57 ; 4,348.87 ; 3,942.75 
22/02/2022; 8.49 ; 4.20 ; 19.59 ; 4,304.76 ; 3,932.20 
23/02/2022; 8.59 ; 4.22 ; 20.20 ; 4,225.50 ; 3,927.92 
24/02/2022; 8.58 ; 4.15 ; 19.97 ; 4,288.70 ; 3,911.09 
25/02/2022; 8.61 ; 4.25 ; 20.20 ; 4,384.65 ; 3,924.75 
28/02/2022; 8.91 ; 4.19 ; 20.76 ; 4,373.94 ; 3,853.75 
1/03/2022; 9.13 ; 4.15 ; 21.22 ; 4,306.26 ; 3,925.92 
2/03/2022; 9.17 ; 4.27 ; 21.65 ; 4,386.54 ; 3,880.92 
3/03/2022; 9.43 ; 4.45 ; 21.97 ; 4,363.49 ; 3,845.92 
4/03/2022; 9.65 ; 4.30 ; 21.69 ; 4,328.87 ; 3,757.70 
7/03/2022; 9.86 ; 4.26 ; 21.26 ; 4,201.09 ; 3,731.72 
8/03/2022; 9.93 ; 4.31 ; 21.63 ; 4,170.70 ; 3,808.75 
9/03/2022; 9.67 ; 4.33 ; 22.35 ; 4,277.88 ; 3,771.12 
10/03/2022; 9.73 ; 4.21 ; 21.84 ; 4,259.52 ; 3,739.75 
11/03/2022; 9.82 ; 4.21 ; 21.72 ; 4,204.31 ; 3,816.92 
14/03/2022; 9.31 ; 4.20 ; 21.53 ; 4,173.11 ; 3,817.59 
15/03/2022; 9.18 ; 4.16 ; 21.32 ; 4,262.45 ; 3,795.32 
16/03/2022; 9.18 ; 4.11 ; 21.55 ; 4,357.86 ; 3,830.92 
17/03/2022; 9.65 ; 4.09 ; 21.78 ; 4,411.67 ; 3,832.57 
18/03/2022; 9.46 ; 4.02 ; 22.03 ; 4,463.12 ; 3,817.92 
21/03/2022; 9.91 ; 4.02 ; 23.17 ; 4,461.18 ; 3,818.09 
22/03/2022; 9.83 ; 4.19 ; 22.85 ; 4,511.61 ; 3,803.75 
23/03/2022; 10.28 ; 4.21 ; 23.80 ; 4,456.24 ; 3,763.59 
24/03/2022; 10.33 ; 4.09 ; 23.68 ; 4,520.16 ; 3,768.92 
25/03/2022; 10.47 ; 4.12 ; 23.93 ; 4,543.06 ; 3,785.92 
28/03/2022; 10.21 ; 4.09 ; 24.39 ; 4,575.52 ; 3,792.91 
29/03/2022; 10.25 ; 3.57 ; 24.45 ; 4,631.60 ; 3,781.39 
30/03/2022; 10.37 ; 3.58 ; 24.56 ; 4,602.45 ; 3,760.02 
31/03/2022; 10.25 ; 3.55 ; 24.93 ; 4,530.41 ; 3,749.39 
1/04/2022; 10.43 ; 3.60 ; 25.33 ; 4,545.86 ; 3,764.09 
4/04/2022; 10.47 ; 3.64 ; 24.84 ; 4,582.64 ; 3,747.31 
5/04/2022; 10.64 ; 3.57 ; 25.14 ; 4,525.12 ; 3,702.75 
6/04/2022; 10.44 ; 3.55 ; 24.99 ; 4,481.15 ; 3,731.22 
7/04/2022; 10.57 ; 3.56 ; 25.02 ; 4,500.21 ; 3,745.92 
8/04/2022; 10.54 ; 3.52 ; 25.06 ; 4,488.28 ; 3,757.55 
11/04/2022; 10.37 ; 3.53 ; 25.31 ; 4,412.53 ; 3,755.26 
12/04/2022; 10.52 ; 3.51 ; 25.08 ; 4,397.45 ; 3,740.92 
13/04/2022; 10.62 ; 3.47 ; 25.56 ; 4,446.59 ; 3,748.47 
14/04/2022; 10.83 ; 3.40 ; 25.67 ; 4,392.59 ; 3,720.92 
18/04/2022; 10.65 ; 3.42 ; 25.36 ; 4,391.69 ; 3,721.26 
19/04/2022; 10.66 ; 3.35 ; 24.84 ; 4,462.21 ; 3,730.25 
20/04/2022; 10.77 ; 3.35 ; 25.41 ; 4,459.45 ; 3,747.25 
21/04/2022; 10.43 ; 3.32 ; 24.92 ; 4,393.66 ; 3,756.85 
22/04/2022; 10.33 ; 3.27 ; 23.91 ; 4,271.78 ; 3,774.37 
25/04/2022; 9.96 ; 3.23 ; 23.02 ; 4,296.12 ; 3,854.26 
26/04/2022; 9.84 ; 3.24 ; 22.86 ; 4,175.20 ; 3,934.75 
27/04/2022; 9.98 ; 3.26 ; 23.29 ; 4,183.96 ; 3,941.54 
28/04/2022; 9.96 ; 3.27 ; 23.07 ; 4,287.50 ; 3,960.58 
29/04/2022; 9.69 ; 3.26 ; 22.66 ; 4,131.93 ; 3,971.55 
2/05/2022; 9.65 ; 3.18 ; 22.38 ; 4,155.38 ; 3,956.25 
3/05/2022; 9.84 ; 3.16 ; 23.09 ; 4,175.48 ; 3,999.57 
4/05/2022; 10.18 ; 3.13 ; 23.19 ; 4,300.17 ; 4,023.92 
5/05/2022; 9.75 ; 3.08 ; 22.34 ; 4,146.87 ; 4,067.42 
6/05/2022; 9.70 ; 3.10 ; 21.94 ; 4,123.34 ; 4,089.58 
9/05/2022; 9.01 ; 3.01 ; 21.25 ; 3,991.24 ; 4,056.00 
10/05/2022; 9.05 ; 3.06 ; 21.41 ; 4,001.05 ; 4,085.58 
11/05/2022; 9.03 ; 3.07 ; 21.55 ; 3,935.18 ; 4,080.25 
12/05/2022; 8.91 ; 3.07 ; 21.49 ; 3,930.08 ; 4,080.25 
13/05/2022; 9.04 ; 3.08 ; 21.91 ; 4,023.89 ; 4,108.74 
16/05/2022; 9.16 ; 3.13 ; 22.26 ; 4,008.01 ; 4,108.75 
17/05/2022; 9.19 ; 3.18 ; 22.26 ; 4,088.85 ; 4,055.25 
18/05/2022; 8.46 ; 3.10 ; 21.34 ; 3,923.68 ; 4,032.58 
19/05/2022; 8.29 ; 3.13 ; 20.14 ; 3,900.79 ; 4,067.22 
20/05/2022; 8.46 ; 3.17 ; 21.56 ; 3,901.36 ; 4,048.73 
23/05/2022; 8.73 ; 3.17 ; 21.94 ; 3,973.75 ; 3,970.25 
24/05/2022; 8.71 ; 3.21 ; 21.97 ; 3,941.48 ; 3,961.58 
25/05/2022; 8.91 ; 3.17 ; 22.47 ; 3,978.73 ; 3,976.30 
26/05/2022; 9.01 ; 3.17 ; 22.82 ; 4,057.84 ; 3,939.48 
27/05/2022; 9.14 ; 3.30 ; 23.60 ; 4,158.24 ; 3,923.75 
31/05/2022; 10.09 ; 3.83 ; 26.24 ; 4,132.15 ; 3,930.16 
1/06/2022; 10.34 ; 3.62 ; 26.00 ; 4,101.23 ; 3,974.74 
2/06/2022; 10.28 ; 3.72 ; 26.48 ; 4,176.82 ; 3,858.42 
3/06/2022; 10.43 ; 3.70 ; 26.02 ; 4,108.54 ; 3,777.25 
6/06/2022; 10.27 ; 3.66 ; 25.64 ; 4,121.43 ; 3,779.61 
7/06/2022; 10.40 ; 3.74 ; 25.36 ; 4,160.68 ; 3,791.42 
8/06/2022; 10.20 ; 3.65 ; 24.42 ; 4,115.77 ; 3,788.08 
9/06/2022; 9.83 ; 3.54 ; 24.00 ; 4,017.82 ; 3,796.90 
10/06/2022; 9.51 ; 3.47 ; 23.23 ; 3,900.86 ; 3,848.02 
13/06/2022; 9.01 ; 3.37 ; 21.91 ; 3,749.63 ; 3,942.65 
14/06/2022; 8.91 ; 3.34 ; 22.14 ; 3,735.48 ; 3,989.58 
15/06/2022; 8.86 ; 3.43 ; 22.43 ; 3,789.99 ; 3,964.85 
16/06/2022; 8.58 ; 3.33 ; 22.05 ; 3,666.77 ; 3,904.98 
17/06/2022; 8.17 ; 3.31 ; 21.91 ; 3,674.84 ; 3,896.76 
21/06/2022; 7.27 ; 3.16 ; 20.75 ; 3,764.79 ; 3,904.04 
22/06/2022; 6.89 ; 3.16 ; 20.39 ; 3,759.89 ; 3,981.25 
23/06/2022; 6.46 ; 2.97 ; 19.52 ; 3,795.73 ; 4,016.75 
24/06/2022; 6.58 ; 3.05 ; 19.97 ; 3,911.74 ; 4,078.59 
27/06/2022; 7.03 ; 3.05 ; 19.73 ; 3,900.11 ; 4,138.75 
28/06/2022; 7.39 ; 3.00 ; 19.71 ; 3,821.55 ; 4,131.08 
29/06/2022; 7.13 ; 2.92 ; 19.34 ; 3,818.83 ; 4,106.81 
30/06/2022; 6.99 ; 2.93 ; 18.47 ; 3,785.38 ; 4,107.52 
1/07/2022; 7.14 ; 2.91 ; 18.51 ; 3,825.33 ; 4,149.62 
